symbol	expectedSymbolDays	expectedPaddedSlots	expectedCoreSlots	stockSlots	quoteSlots	tradeSlots	enrichSlots	stockMissingSlots	quoteMissingSlots	tradeMissingSlots	tradeNoDataSlots	tradeIncompleteSlots	enrichVsTradeMissingSlots	stockDaysMissing	quoteDaysMissing	tradeDaysMissing	tradeNoDataDays	enrichDaysMissing	stockAttemptedDays	quoteAttemptedDays	tradeAttemptedDays	enrichAttemptedDays	openSymbolDays	earlyCloseSymbolDays
CME	87	34962	33570	34962	31640	15050	15050	0	2962	18520	15558	2962	0	0	14	14	73	0	87	87	87	87	85	2
CMG	87	34962	33570	34962	34513	33232	33232	0	62	338	276	62	0	0	7	7	70	0	87	87	87	87	85	2
COIN	87	34962	33570	34962	33933	33576	33576	0	0	0	0	0	0	0	0	0	0	0	87	87	87	87	85	2
COP	87	34962	33570	34962	34440	30566	30566	0	182	3004	2822	182	0	0	8	8	78	0	87	87	87	87	85	2
COST	87	34962	33570	34962	33979	33565	33565	0	2	8	6	2	0	0	2	2	5	0	87	87	87	87	85	2
CRM	87	34962	33570	34962	34179	33539	33539	0	6	33	27	6	0	0	2	2	15	0	87	87	87	87	85	2
CSCO	87	34962	33570	34962	34532	33277	33277	0	37	293	256	37	0	0	5	5	59	0	87	87	87	87	85	2
CVS	87	34962	33570	34962	34440	31198	31198	0	226	2372	2146	226	0	0	8	8	77	0	87	87	87	87	85	2
CVX	87	34962	33570	34962	34266	33363	33363	0	39	208	169	39	0	0	9	9	51	0	87	87	87	87	85	2
DE	87	34962	33570	34962	33953	28272	28272	0	651	5298	4647	651	0	0	11	11	75	0	87	87	87	87	85	2
DIS	87	34962	33570	34962	34445	33402	33402	0	30	171	141	30	0	0	8	8	47	0	87	87	87	87	85	2
EOG	87	34962	33570	34962	33732	21759	21759	0	952	11811	10859	952	0	0	7	7	80	0	87	87	87	87	85	2
ETN	87	34962	33570	34962	32892	24179	24179	0	1709	9391	7682	1709	0	0	15	15	72	0	87	87	87	87	85	2
GE	87	34962	33570	34962	34497	32420	32420	0	58	1150	1092	58	0	0	8	8	66	0	87	87	87	87	85	2
GILD	87	34962	33570	34962	33965	27903	27903	0	687	5667	4980	687	0	0	9	9	78	0	87	86	87	87	85	2
GIS	87	34962	33570	34962	33740	23884	23884	0	989	9686	8697	989	0	0	7	7	80	0	87	87	87	87	85	2
GOOGL	87	34962	33570	34962	33963	33578	33578	0	0	0	0	0	0	0	0	0	0	0	87	87	87	87	85	2
GS	87	34962	33570	34962	34018	33529	33529	0	9	44	35	9	0	0	4	4	12	0	87	87	87	87	85	2
HAL	87	34962	33570	34962	33908	29813	29813	0	678	3757	3079	678	0	0	13	13	72	0	87	87	87	87	85	2
HD	87	34962	33570	34962	34513	33174	33174	0	29	396	367	29	0	0	7	7	65	0	87	87	87	87	85	2
HON	87	34962	33570	34962	33834	24844	24844	0	833	8726	7893	833	0	0	9	9	78	0	87	87	87	87	85	2
HOOD	87	34962	33570	34962	33946	33573	33573	0	0	0	0	0	0	0	0	0	0	0	87	87	87	87	85	2
ICE	87	34962	33570	34962	31677	9074	8982	0	3049	24496	21447	3049	92	0	10	10	77	1	87	87	87	87	85	2
INTC	87	34962	33570	34962	33948	33573	33573	0	0	0	0	0	0	0	0	0	0	0	87	87	87	87	85	2
JNJ	87	34962	33570	34962	34412	32992	32992	0	110	578	468	110	0	0	13	13	64	0	87	87	87	87	85	2
JPM	87	34962	33570	34962	34011	33561	33561	0	1	10	9	1	0	0	1	1	7	0	87	87	87	87	85	2
KEY	87	34962	33570	34962	31858	14943	14943	0	2836	18627	15791	2836	0	0	12	12	75	0	87	87	87	87	85	2
KHC	87	34962	33570	34962	34440	29786	29786	0	274	3784	3510	274	0	0	7	7	80	0	87	87	87	87	85	2
KO	87	34962	33570	34962	34321	33414	33414	0	8	156	148	8	0	0	6	6	45	0	87	87	87	87	85	2
LLY	87	34962	33570	34962	34015	33553	33553	0	0	19	19	0	0	0	0	0	12	0	87	87	87	87	85	2
LMT	87	34962	33570	34962	34305	30941	30941	0	345	2629	2284	345	0	0	10	10	75	0	87	87	87	87	85	2
LOW	87	34962	33570	34962	33744	26531	26531	0	813	7039	6226	813	0	0	14	14	73	0	87	87	87	87	85	2
MA	87	34962	33570	34962	34529	31710	31710	0	155	1860	1705	155	0	0	7	7	80	0	87	87	87	87	85	2
MCD	87	34962	33570	34962	34476	32421	32421	0	101	1149	1048	101	0	0	8	8	78	0	87	87	87	87	85	2
META	87	34962	33570	34962	33968	33577	33577	0	0	0	0	0	0	0	0	0	0	0	87	87	87	87	85	2
MMM	87	34962	33570	34962	33616	26751	26751	0	1064	6819	5755	1064	0	0	11	11	76	0	87	87	87	87	85	2
MO	87	34962	33570	34962	34439	31583	31583	0	134	1987	1853	134	0	0	12	12	74	0	87	87	87	87	85	2
MPC	87	34962	33570	34962	33533	16083	16083	0	1167	17487	16320	1167	0	0	6	6	81	0	87	87	87	87	85	2
MRK	87	34962	33570	34962	34552	33221	33221	0	51	350	299	51	0	0	10	10	60	0	87	87	87	87	85	2
MS	87	34962	33570	34962	34340	31385	31385	0	221	2185	1964	221	0	0	9	9	77	0	87	87	87	87	85	2
MSFT	87	34962	33570	34962	33981	33578	33578	0	0	0	0	0	0	0	0	0	0	0	87	87	87	87	85	2
MU	87	34962	33570	34962	33911	33576	33576	0	0	0	0	0	0	0	0	0	0	0	87	87	87	87	85	2
NFLX	87	34962	33570	34962	33990	33581	33581	0	0	0	0	0	0	0	0	0	0	0	87	87	87	87	85	2
NKE	87	34962	33570	34962	33967	33558	33558	0	1	13	12	1	0	0	1	1	8	0	87	87	87	87	85	2
NOC	87	34962	33570	34962	32292	14007	14007	0	2312	19563	17251	2312	0	0	12	12	75	0	87	87	87	87	85	2
NOW	87	34962	33570	34962	34299	32513	32513	0	16	1057	1041	16	0	0	1	1	42	0	87	87	87	87	85	2
NVDA	87	34962	33570	34962	33970	33598	33598	0	0	0	0	0	0	0	0	0	0	0	87	87	87	87	85	2
ORCL	87	34962	33570	34962	34449	33450	33450	0	9	121	112	9	0	0	5	5	54	0	87	87	87	87	85	2
OXY	87	34962	33570	34962	34423	33242	33242	0	35	328	293	35	0	0	10	10	54	0	87	87	87	87	85	2
PEP	87	34962	33570	34962	34567	32796	32796	0	71	774	703	71	0	0	5	5	76	0	87	87	87	87	85	2
PFE	87	34962	33570	34962	34257	33475	33475	0	15	97	82	15	0	0	6	6	34	0	87	87	87	87	85	2
PG	87	34962	33570	34962	34492	32864	32864	0	50	706	656	50	0	0	11	11	71	0	87	87	87	87	85	2
PLTR	87	34962	33570	34962	33967	33577	33577	0	0	0	0	0	0	0	0	0	0	0	87	87	87	87	85	2
PM	87	34962	33570	34962	34014	27494	27494	0	607	6076	5469	607	0	0	10	10	77	0	87	87	87	87	85	2
PNC	87	34962	33570	34962	33055	20303	20303	0	1567	13267	11700	1567	0	0	9	9	78	0	87	87	87	87	85	2
PSX	87	34962	33570	34962	33357	20519	20519	0	1265	13051	11786	1265	0	0	9	9	78	0	87	87	87	87	85	2
PYPL	87	34962	33570	34962	33947	33566	33566	0	0	5	5	0	0	0	0	0	2	0	87	87	87	87	85	2
QCOM	87	34962	33570	34962	34305	33449	33449	0	12	121	109	12	0	0	3	3	39	0	87	87	87	87	85	2
QQQ	87	34962	33570	35188	36445	34319	34319	0	0	434	434	0	0	0	0	0	2	0	87	87	87	87	85	2
RBLX	87	34962	33570	34962	34479	32867	32867	0	46	703	657	46	0	0	10	10	68	0	87	87	87	87	85	2
RF	87	34962	33570	34962	31019	9287	9287	0	3599	24283	20684	3599	0	0	13	13	74	0	87	87	87	87	85	2
RTX	87	34962	33570	34962	34608	30625	30625	0	90	2945	2855	90	0	0	7	7	75	0	87	87	87	87	85	2
SBUX	87	34962	33570	34962	34443	33272	33272	0	18	298	280	18	0	0	5	5	56	0	87	87	87	87	85	2
SCHW	87	34962	33570	34962	34002	29980	29980	0	524	3590	3066	524	0	0	13	13	71	0	87	87	87	87	85	2
SHOP	87	34962	33570	34962	34305	33374	33374	0	31	197	166	31	0	0	5	5	42	0	87	87	87	87	85	2
SLB	87	34962	33570	34962	34502	31666	31666	0	120	1904	1784	120	0	0	6	6	78	0	87	87	87	87	85	2
SNOW	87	34962	33570	34962	34341	33404	33404	0	9	166	157	9	0	0	5	5	46	0	87	87	87	87	85	2
SOFI	87	34962	33570	34962	33946	33574	33574	0	0	0	0	0	0	0	0	0	0	0	87	87	87	87	85	2
SPGI	87	34962	33570	34962	31341	14143	14143	0	3231	19427	16196	3231	0	0	14	14	73	0	87	87	87	87	85	2
SPY	87	34962	33570	35100	36122	34760	34760	0	0	0	0	0	0	0	0	0	0	0	87	87	87	87	85	2
TFC	87	34962	33570	34962	31637	14407	14407	0	3012	19163	16151	3012	0	0	12	12	75	0	87	87	87	87	85	2
TGT	87	34962	33570	34962	34377	33420	33420	0	4	151	147	4	0	0	3	3	47	0	87	87	87	87	85	2
TSLA	87	34962	33570	34962	33959	33604	33604	0	0	1	1	0	0	0	0	0	1	0	87	87	87	87	85	2
UBER	87	34962	33570	34962	34026	33560	33560	0	3	12	9	3	0	0	3	3	9	0	87	87	87	87	85	2
UNH	87	34962	33570	34962	33970	33575	33575	0	0	2	2	0	0	0	0	0	1	0	87	87	87	87	85	2
UPST	87	34962	33570	34962	34491	32764	32764	0	85	806	721	85	0	0	6	6	67	0	87	87	87	87	85	2
USB	87	34962	33570	34962	33097	23309	23309	0	1477	10261	8784	1477	0	0	12	12	75	0	87	87	87	87	85	2
V	87	34962	33570	34962	34344	33307	33307	0	29	264	235	29	0	0	6	6	53	0	87	87	87	87	85	2
VLO	87	34962	33570	34962	33855	27090	27090	0	705	6480	5775	705	0	0	11	11	76	0	87	87	87	87	85	2
WFC	87	34962	33570	34962	34591	32964	32964	0	33	606	573	33	0	0	5	5	79	0	87	87	87	87	85	2
WMT	87	34962	33570	34962	33933	33574	33574	0	0	0	0	0	0	0	0	0	0	0	87	87	87	87	85	2
XOM	87	34962	33570	34962	34304	33394	33394	0	20	176	156	20	0	0	9	9	60	0	87	87	87	87	85	2
