symbol	expectedSymbolDays	expectedPaddedSlots	expectedCoreSlots	stockSlots	quoteSlots	tradeSlots	enrichSlots	stockMissingSlots	quoteMissingSlots	tradeMissingSlots	tradeNoDataSlots	tradeIncompleteSlots	enrichVsTradeMissingSlots	stockDaysMissing	quoteDaysMissing	tradeDaysMissing	tradeNoDataDays	enrichDaysMissing	stockAttemptedDays	quoteAttemptedDays	tradeAttemptedDays	enrichAttemptedDays	openSymbolDays	earlyCloseSymbolDays
JPM	86	34556	33180	34556	33621	33171	33171	0	1	10	9	1	0	0	1	1	7	0	86	86	86	86	84	2
KEY	86	34556	33180	34556	31468	14832	14832	0	2836	18348	15512	2836	0	0	12	12	74	0	86	86	86	86	84	2
KHC	86	34556	33180	34556	34050	29454	29454	0	274	3726	3452	274	0	0	7	7	79	0	86	86	86	86	84	2
KO	86	34556	33180	34556	33931	33029	33029	0	8	151	143	8	0	0	6	6	44	0	86	86	86	86	84	2
LLY	86	34556	33180	34556	33625	33163	33163	0	0	19	19	0	0	0	0	0	12	0	86	86	86	86	84	2
LMT	86	34556	33180	34556	33915	30582	30582	0	345	2598	2253	345	0	0	10	10	74	0	86	86	86	86	84	2
LOW	86	34556	33180	34556	33354	26262	26262	0	813	6918	6105	813	0	0	14	14	72	0	86	86	86	86	84	2
MA	86	34556	33180	34556	34139	31351	31351	0	155	1829	1674	155	0	0	7	7	79	0	86	86	86	86	84	2
MCD	86	34556	33180	34556	34086	32062	32062	0	101	1118	1017	101	0	0	8	8	77	0	86	86	86	86	84	2
META	86	34556	33180	34556	33578	33187	33187	0	0	0	0	0	0	0	0	0	0	0	86	86	86	86	84	2
MMM	86	34556	33180	34556	33226	26425	26425	0	1064	6755	5691	1064	0	0	11	11	75	0	86	86	86	86	84	2
MO	86	34556	33180	34556	34049	31244	31244	0	134	1936	1802	134	0	0	12	12	73	0	86	86	86	86	84	2
MPC	86	34556	33180	34556	33143	15905	15905	0	1167	17275	16108	1167	0	0	6	6	80	0	86	86	86	86	84	2
MRK	86	34556	33180	34556	34162	32834	32834	0	51	347	296	51	0	0	10	10	59	0	86	86	86	86	84	2
MS	86	34556	33180	34556	33950	31043	31043	0	221	2137	1916	221	0	0	9	9	76	0	86	86	86	86	84	2
MSFT	86	34556	33180	34556	33591	33188	33188	0	0	0	0	0	0	0	0	0	0	0	86	86	86	86	84	2
MU	86	34556	33180	34556	33521	33186	33186	0	0	0	0	0	0	0	0	0	0	0	86	86	86	86	84	2
NFLX	86	34556	33180	34556	33600	33191	33191	0	0	0	0	0	0	0	0	0	0	0	86	86	86	86	84	2
NKE	86	34556	33180	34556	33577	33168	33168	0	1	13	12	1	0	0	1	1	8	0	86	86	86	86	84	2
NOC	86	34556	33180	34556	31902	13818	13818	0	2312	19362	17050	2312	0	0	12	12	74	0	86	86	86	86	84	2
NOW	86	34556	33180	34556	33909	32123	32123	0	16	1057	1041	16	0	0	1	1	42	0	86	86	86	86	84	2
NVDA	86	34556	33180	34556	33580	33208	33208	0	0	0	0	0	0	0	0	0	0	0	86	86	86	86	84	2
ORCL	86	34556	33180	34556	34059	33061	33061	0	9	120	111	9	0	0	5	5	53	0	86	86	86	86	84	2
OXY	86	34556	33180	34556	34033	32853	32853	0	35	327	292	35	0	0	10	10	53	0	86	86	86	86	84	2
PEP	86	34556	33180	34556	34177	32428	32428	0	71	752	681	71	0	0	5	5	75	0	86	86	86	86	84	2
PFE	86	34556	33180	34556	33867	33085	33085	0	15	97	82	15	0	0	6	6	34	0	86	86	86	86	84	2
PG	86	34556	33180	34556	34102	32496	32496	0	50	684	634	50	0	0	11	11	70	0	86	86	86	86	84	2
PLTR	86	34556	33180	34556	33577	33187	33187	0	0	0	0	0	0	0	0	0	0	0	86	86	86	86	84	2
PM	86	34556	33180	34556	33624	27233	27233	0	607	5947	5340	607	0	0	10	10	76	0	86	86	86	86	84	2
PNC	86	34556	33180	34556	32665	20135	20135	0	1567	13045	11478	1567	0	0	9	9	77	0	86	86	86	86	84	2
PSX	86	34556	33180	34556	32967	20304	20304	0	1265	12876	11611	1265	0	0	9	9	77	0	86	86	86	86	84	2
PYPL	86	34556	33180	34556	33557	33176	33176	0	0	5	5	0	0	0	0	0	2	0	86	86	86	86	84	2
QCOM	86	34556	33180	34556	33915	33062	33062	0	12	118	106	12	0	0	3	3	38	0	86	86	86	86	84	2
QQQ	86	34556	33180	34782	36055	33914	33914	0	0	434	434	0	0	0	0	0	2	0	86	86	86	86	84	2
RBLX	86	34556	33180	34556	34089	32478	32478	0	46	702	656	46	0	0	10	10	67	0	86	86	86	86	84	2
RF	86	34556	33180	34556	30629	9220	9220	0	3599	23960	20361	3599	0	0	13	13	73	0	86	86	86	86	84	2
RTX	86	34556	33180	34556	34218	30243	30243	0	90	2937	2847	90	0	0	7	7	74	0	86	86	86	86	84	2
SBUX	86	34556	33180	34556	34053	32885	32885	0	18	295	277	18	0	0	5	5	55	0	86	86	86	86	84	2
SCHW	86	34556	33180	34556	33612	29669	29669	0	524	3511	2987	524	0	0	13	13	70	0	86	86	86	86	84	2
SHOP	86	34556	33180	34556	33915	32992	32992	0	31	189	158	31	0	0	5	5	41	0	86	86	86	86	84	2
SLB	86	34556	33180	34556	34112	31281	31281	0	120	1899	1779	120	0	0	6	6	77	0	86	86	86	86	84	2
SNOW	86	34556	33180	34556	33951	33015	33015	0	9	165	156	9	0	0	5	5	45	0	86	86	86	86	84	2
SOFI	86	34556	33180	34556	33556	33183	33183	0	0	0	0	0	0	0	0	0	0	0	86	86	86	86	84	2
SPGI	86	34556	33180	34556	30951	13974	13974	0	3231	19206	15975	3231	0	0	14	14	72	0	86	86	86	86	84	2
SPY	86	34556	33180	34694	35732	34355	34355	0	0	0	0	0	0	0	0	0	0	0	86	86	86	86	84	2
TFC	86	34556	33180	34556	31247	14251	14251	0	3012	18929	15917	3012	0	0	12	12	74	0	86	86	86	86	84	2
TGT	86	34556	33180	34556	33987	33032	33032	0	4	149	145	4	0	0	3	3	46	0	86	86	86	86	84	2
TSLA	86	34556	33180	34556	33569	33215	33215	0	0	0	0	0	0	0	0	0	0	0	86	86	86	86	84	2
UBER	86	34556	33180	34556	33636	33170	33170	0	3	12	9	3	0	0	3	3	9	0	86	86	86	86	84	2
UNH	86	34556	33180	34556	33580	33185	33185	0	0	2	2	0	0	0	0	0	1	0	86	86	86	86	84	2
UPST	86	34556	33180	34556	34101	32396	32396	0	85	784	699	85	0	0	6	6	66	0	86	86	86	86	84	2
USB	86	34556	33180	34556	32707	23036	23036	0	1477	10144	8667	1477	0	0	12	12	74	0	86	86	86	86	84	2
V	86	34556	33180	34556	33954	32918	32918	0	29	263	234	29	0	0	6	6	52	0	86	86	86	86	84	2
VLO	86	34556	33180	34556	33465	26751	26751	0	705	6429	5724	705	0	0	11	11	75	0	86	86	86	86	84	2
WFC	86	34556	33180	34556	34201	32576	32576	0	33	604	571	33	0	0	5	5	78	0	86	86	86	86	84	2
WMT	86	34556	33180	34556	33543	33184	33184	0	0	0	0	0	0	0	0	0	0	0	86	86	86	86	84	2
XOM	86	34556	33180	34556	33914	33006	33006	0	20	174	154	20	0	0	9	9	59	0	86	86	86	86	84	2
